Category,Product Name,Seller,Location,Price,Overall Rating,Number Sold,Total Reviews,Link,Customer Rating,Review,Emotion,Sentiment
Komputer & Laptop,"CASE MACBOOK Clear Bening AIR PRO RETINA TOUCHBAR 11 12 13 15 INCH - AIR 13 A1466, LOGO HOLE",Macbook.Stuff,Kota Bandung,"Rp90,000",4.9,5182,2423,https://www.tokopedia.com/macbookstuff/case-macbook-clear-bening-air-pro-retina-touchbar-11-12-13-15-inch-air-13-a1466-logo-hole?src=topads,1,kecewa penjual ga tanggung jawab komplen berhari” gada solusi,Sad,Negative
Komputer & Laptop,"CASE MACBOOK Clear Bening AIR PRO RETINA TOUCHBAR 11 12 13 15 INCH - AIR 13 A1466, LOGO HOLE",Macbook.Stuff,Kota Bandung,"Rp90,000",4.9,5182,2423,https://www.tokopedia.com/macbookstuff/case-macbook-clear-bening-air-pro-retina-touchbar-11-12-13-15-inch-air-13-a1466-logo-hole?src=topads,1,"pas beli nanya dulu tipe untuk macbook pro 13inch M1 yang mana di variasi nya, kata penjualnya yang “new pro 13”. pas dateng casing kekecilan karena salah tipe ternyata. dan penjual pake banyak alesan gamau tanggung jawab padahal yang salah ya yg ngejual. kecewa gamau lagi beli disini ga tanggung jawab.",Sad,Negative
Komputer & Laptop,CASE MACBOOK Case MATTE BLACK AIR PRO RETINA TOUCHBAR 11 12 13 15 INCH - NEW AIR A2337M1,Macbook.Stuff,Kota Bandung,"Rp99,000",4.9,1848,952,https://www.tokopedia.com/macbookstuff/case-macbook-case-matte-black-air-pro-retina-touchbar-11-12-13-15-inch-new-air-a2337m1,1,Barang sampai terlalu lama padahal masih dalam kota. Casing mudah lepas. Jujur mengecewakan.,Sad,Negative
Komputer & Laptop,Screen Guard (Protector) Anti Gores MacBook - A2141,The Apple Stuff,Jakarta Utara,"Rp50,000",4.8,2967,1191,https://www.tokopedia.com/theapplestuff/screen-guard-protector-anti-gores-macbook-a2141,1,"kecewa belanja di tempat kamu, lain di pesan lain dikirim 👎👎👎",Sad,Negative
Komputer & Laptop,Screen Guard (Protector) Anti Gores MacBook - A2141,The Apple Stuff,Jakarta Utara,"Rp50,000",4.8,2967,1191,https://www.tokopedia.com/theapplestuff/screen-guard-protector-anti-gores-macbook-a2141,1,"Tidak ada tissue pembersih, atau alat bantuan lainnya untuk memasang. sangat kecewa",Sad,Negative
Komputer & Laptop,SanDisk Extreme Pro SDXC UHS-I Card 64GB 170MB/s,SanDisk Official,Jakarta Pusat,"Rp279,000",5,3111,1456,https://www.tokopedia.com/sandisk-official/sandisk-extreme-pro-sdxc-uhs-i-card-64gb-170mb-s?src=topads,1,"salah beli barang, tp toko tidak ada kompromi sama sekali. Padahal barang masih disegel, kecewa dehhh..",Sad,Negative
Komputer & Laptop,SanDisk Extreme SDHC UHS-I Card 32GB,SanDisk Official,Jakarta Pusat,"Rp119,000",5,2215,1010,https://www.tokopedia.com/sandisk-official/sandisk-extreme-sdhc-uhs-i-card-32gb,1,Data sering error dan hilang 😔,Sad,Negative
Komputer & Laptop,Logitech MK275 Wireless Keyboard Mouse Combo,Logitech Official Store,Jakarta Timur,Rp200.000,4.9,3225,1528,https://www.tokopedia.com/logitech/fs-logitech-mk275-wireless-keyboard-mouse-combo,1,"kecewa sama toko official ini ga tau kenapa pesenan pertama ga dikonfirmasi sampe di batalin sistem karena ga direspon sama sekali. pesanan kedua karena disuruh pesan lagi sama tokonya dan cuma dikonfirmasi doang ga dikirim"" sampe udah tinggal 10 menit sebelum dibatalin sistem lagi tapi untungnya gara"" chat cs tokopedia akhirnya barang bakalan dikirim didetik"" terakhir. ga cuma sampe situ aja payahnya barang baru diambil kurir tanggal 5 dan pickup barang sama kurir lebih dari 2 hari, proses kirim pun lemot muter"" padahal udah lewat depan rumah baru tanggal 9 jam 9 malem paketnya sampe🙃",Sad,Negative
Komputer & Laptop,Xiaomi Xiaovv Webcam 1080P USB Camera Full HD with Mic Webcast Live,HangOn,Jakarta Barat,Rp188.000,4.9,3451,1651,https://www.tokopedia.com/hangonid/xiaomi-xiaovv-webcam-1080p-usb-camera-full-hd-with-mic-webcast-live,1,"Packing seadanya, bubble hanya selapis saja ditambah lapisan plastik, hasilnya barang diterima dalam keadaan patah.",Sad,Negative
Komputer & Laptop,Xiaomi Xiaovv Webcam 1080P USB Camera Full HD with Mic Webcast Live,HangOn,Jakarta Barat,Rp188.001,4.9,3451,1651,https://www.tokopedia.com/hangonid/xiaomi-xiaovv-webcam-1080p-usb-camera-full-hd-with-mic-webcast-live,1,Mic dari awal ga nyala,Sad,Negative
Komputer & Laptop,SanDisk Ultra MicroSD 32GB A1 microSDHC UHS-I micro sd - No Adapter,SanDisk Official,Jakarta Pusat,Rp75.901,4.9,6754,3507,https://www.tokopedia.com/sandisk-official/sandisk-ultra-microsd-32gb-a1-microsdhc-uhs-i-micro-sd-no-adapter,1,"KARTU SD NYA CUMA 29,71 GB, KATANYA OFFICIAL, TAPI MALAH MKSOFFICIAL. KECEWA, INI TIDAK ORIGINAL.",Sad,Negative
Komputer & Laptop,SSD 128GB RX7 GARANSI RESMI 3THN,INDOLEGEND COMPUTER,Kota Tangerang,Rp210.000,5,15400,3486,https://www.tokopedia.com/indolegend/ssd-128gb-rx7-garansi-resmi-3thn,1,Kecepatan tdk sesuai dgn deskripsi,Sad,Negative
Komputer & Laptop,Mouse Wireless Komic KM-803 - 1200DPI Nano USB Free Battery - Hijau,SpecialDealShop,Jakarta Utara,Rp90.000,4.8,4563,1811,https://www.tokopedia.com/specialdealshop/mouse-wireless-komic-km-803-1200dpi-nano-usb-free-battery-hijau,1,tidak berfugsi,Sad,Negative
Komputer & Laptop,Mouse Wireless Komic KM-803 - 1200DPI Nano USB Free Battery - Hijau,SpecialDealShop,Jakarta Utara,Rp90.000,4.8,4563,1811,https://www.tokopedia.com/specialdealshop/mouse-wireless-komic-km-803-1200dpi-nano-usb-free-battery-hijau,1,"Mouse kurang bagus , Pointer nya gerak gerak sendiri .",Sad,Negative
Komputer & Laptop,Mouse Wireless Komic KM-803 - 1200DPI Nano USB Free Battery - Hijau,SpecialDealShop,Jakarta Utara,Rp90.000,4.8,4563,1811,https://www.tokopedia.com/specialdealshop/mouse-wireless-komic-km-803-1200dpi-nano-usb-free-battery-hijau,1,infra red nya jelek suka mental ke mana2,Sad,Negative
Komputer & Laptop,Mouse Wireless Komic KM-803 - 1200DPI Nano USB Free Battery - Hijau,SpecialDealShop,Jakarta Utara,Rp90.000,4.8,4563,1811,https://www.tokopedia.com/specialdealshop/mouse-wireless-komic-km-803-1200dpi-nano-usb-free-battery-hijau,1,Batre tidak sesuai ukuran dan tidak ada nano receiver.,Sad,Negative
Komputer & Laptop,Mouse Wireless Komic KM-803 - 1200DPI Nano USB Free Battery - Hijau,SpecialDealShop,Jakarta Utara,Rp90.000,4.8,4563,1811,https://www.tokopedia.com/specialdealshop/mouse-wireless-komic-km-803-1200dpi-nano-usb-free-battery-hijau,1,boros batre,Sad,Negative
Komputer & Laptop,HTB-3100 25km single fiber mode transceiver Optical Media Converter,Joinwit,Jakarta Utara,Rp150.000,4.9,5384,634,https://www.tokopedia.com/joinwit/htb-3100-25km-single-fiber-mode-transceiver-optical-media-converter,1,barang error 1,Sad,Negative
Komputer & Laptop,Telkomsel Orbit Star 2,Myorbit Official Store,Kota Tangerang,Rp629.000,4.8,5998,3441,https://www.tokopedia.com/myorbito/telkomsel-orbit-star-2,1,"jaringanya ngelek banget lelet mending pake indihome de, nyesel juga beli orbit jaringan ya parah,",Sad,Negative
Komputer & Laptop,Telkomsel Orbit Star 2,Myorbit Official Store,Kota Tangerang,Rp629.000,4.8,5998,3441,https://www.tokopedia.com/myorbito/telkomsel-orbit-star-2,1,tdk sesuai ekspektasi,Sad,Negative
Komputer & Laptop,Telkomsel Orbit Star 2,Myorbit Official Store,Kota Tangerang,Rp629.000,4.8,5998,3441,https://www.tokopedia.com/myorbito/telkomsel-orbit-star-2,1,lambat,Sad,Negative
Komputer & Laptop,Telkomsel Orbit Star 2,Myorbit Official Store,Kota Tangerang,Rp629.000,4.8,5998,3441,https://www.tokopedia.com/myorbito/telkomsel-orbit-star-2,1,Katanya dapat paket 150 GB ternyata setelah di regiatrasi cm 300 mB..,Sad,Negative
Komputer & Laptop,Telkomsel Orbit Star 2,Myorbit Official Store,Kota Tangerang,Rp629.000,4.8,5998,3441,https://www.tokopedia.com/myorbito/telkomsel-orbit-star-2,1,"tidak bisa di register call center Dan team orbin tidak helpful, untuk sekedar minta info gerai orbin yang buka Dan no Telp suruh cari di google bukannya tidak mau Cari rata2 nomor telp tidak bisa di hubungin jadi apa salahnya memberikan info yang valid menyesal Saya beli orbit call center Dan team orbin tidak helpful, untuk sekedar minta info gerai orbin yang buka Dan no Telp suruh cari di google bukannya tidak mau Cari rata2 nomor telp tidak bisa di hubungin jadi apa salahnya memberikan info yang valid menyesal Saya beli orbit",Sad,Negative
Komputer & Laptop,Telkomsel Orbit Star 2,Myorbit Official Store,Kota Tangerang,Rp629.000,4.8,5998,3441,https://www.tokopedia.com/myorbito/telkomsel-orbit-star-2,1,Tidak sesuai,Sad,Negative
Komputer & Laptop,SSD 256GB RX7 SATA,ACE COMPUTER 22,Kota Tangerang,Rp370.000,5,6449,2425,https://www.tokopedia.com/acecom22/ssd-256gb-rx7-sata,1,"janji bisa kirim instant segera karena kita mau pakai segera, nyatanya anda tutup toko baru di kirim. paket sampai malam. pas besoknya di coba ternyata SSD nya tidak terbaca. dan bilangnya kirim ke toko agarnbisa di kirim lagi segera yang baru. sama2 di Tangerang ongkos gojek instant 33rb berarti dekat. dan tidak di kirim2 sampaiiii 2 minggu baru di kirim. sangat terlihat sengaja sekali di lama2in. sangat tidak professional dalam berjualan online , anda jual barang rusak pun tidak ada etikat ucapan maaf. dan sebagai penutup yang saya anggap licik dan pelit sekali ongkir nya di suruh kita yang tanggung pas barang sampai. kalau di lihat begini mah lupakan garansi produk yg bakal di ganti baru bila terjadi rusak di kemudian hari...",Sad,Negative
Komputer & Laptop,SSD 256GB RX7 SATA,ACE COMPUTER 22,Kota Tangerang,Rp370.000,5,6449,2425,https://www.tokopedia.com/acecom22/ssd-256gb-rx7-sata,1,"beli 2 SSD, 1 diterima dalam kondisi rusak",Sad,Negative
Komputer & Laptop,"Usb HUB Vention 4 Port Usb 3.0 2.0 High Speed Power Adapter OTG - CHL 3.0, 0.15m",Vention Authorized Store,Jakarta Barat,Rp112.000,4.9,14900,7957,https://www.tokopedia.com/sinshe-tekno/usb-hub-vention-4-port-usb-3-0-2-0-high-speed-power-adapter-otg-chl-3-0-0-15m,1,"tidak berfungsi, tapi yaa sudahlah sudah ditambah daya pakai mikro usb cas hp tetap tidak bisa",Sad,Negative
Komputer & Laptop,"Usb HUB Vention 4 Port Usb 3.0 2.0 High Speed Power Adapter OTG - CHL 3.0, 0.15m",Vention Authorized Store,Jakarta Barat,Rp112.000,4.9,14900,7957,https://www.tokopedia.com/sinshe-tekno/usb-hub-vention-4-port-usb-3-0-2-0-high-speed-power-adapter-otg-chl-3-0-0-15m,1,kurang bagus... colok hardisk external tdk terdeteksi..,Sad,Negative
